,Age,Fare,Parch,Sex,Survived,Family_Size,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_M,Deck_T,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
0,-0.5424847053876806,-0.5029811305980454,0,1,0.0,0.07332426682909282,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.6624142645274474,0.7345293712196922,0,0,1.0,0.07332426682909282,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-0.2412599629088986,-0.4899360495429229,0,0,1.0,-0.5581327415872391,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3,0.436495707668361,0.3831180788499024,0,0,1.0,0.07332426682909282,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4,0.436495707668361,-0.4875202937919743,0,1,0.0,-0.5581327415872391,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5,-0.3165661485285941,-0.4796294692070758,0,1,0.0,-0.5581327415872391,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6,1.8673132344425756,0.35920209691551114,0,1,0.0,-0.5581327415872391,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7,-2.048608417781591,-0.23579854454312985,1,1,0.0,1.9676952920780886,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8,-0.16595377728920307,-0.4279322961367757,2,0,1.0,0.7047812752454248,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9,-1.1449341903452446,-0.06194529986806229,0,0,1.0,0.07332426682909282,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10,-1.8979960465421997,-0.32034999582633095,1,0,1.0,0.7047812752454248,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11,2.1685379769213577,-0.129988442651581,0,0,1.0,-0.5581327415872391,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
12,-0.6930970766270717,-0.4875202937919743,0,1,0.0,-0.5581327415872391,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,0.7377204501471429,-0.03867287526572383,5,1,0.0,3.230609308910753,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,-1.1449341903452446,-0.4913043336002602,0,0,0.0,-0.5581327415872391,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15,1.942619420062271,-0.33387822803164313,0,0,1.0,-0.5581327415872391,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
16,-2.048608417781591,-0.08022387418203977,1,1,0.0,2.5991523004944206,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17,-0.015341406049812068,-0.3918563660544096,0,1,1.0,-0.5581327415872391,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,0.13527096518957896,-0.29522613601646547,0,0,0.0,0.07332426682909282,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
19,-1.069628004725549,-0.5034642817482351,0,0,1.0,-0.5581327415872391,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,0.436495707668361,-0.14061776795575487,0,1,0.0,-0.5581327415872391,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,0.36118952204866545,-0.3918563660544096,0,1,1.0,-0.5581327415872391,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,-1.069628004725549,-0.4879222755489322,0,0,1.0,-0.5581327415872391,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
23,-0.09064759166950757,0.042979669116339,0,1,1.0,-0.5581327415872391,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,-1.5967713040634177,-0.23579854454312985,1,0,0.0,1.9676952920780886,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
25,0.6624142645274474,-0.03649869508987007,5,0,1.0,3.230609308910753,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
26,-0.3730457877433657,-0.5034642817482351,0,1,0.0,-0.5581327415872391,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27,-0.7684032622467671,4.439655135842797,2,1,0.0,2.5991523004944206,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28,-0.5424847053876806,-0.49082118245007045,0,0,1.0,-0.5581327415872391,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
29,-0.3165661485285941,-0.4905003700863445,0,1,0.0,-0.5581327415872391,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
